,AK,AL,AR,CA,CO,CT,GA,IA,ID,IL,IN,KS,KY,LA,MA,ME,MI,MN,MO,MT,NC,NE,NH,NM,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY
2010-01-01,2.889822,679.299095,129.978828,41.301595000000006,44.19792699999999,8.367915,21.103926000000005,0.634729,91.08556000000002,5.666640999999999,34.486822000000004,0.9538620000000001,26.552313,104.529,37.177206,133.111192,31.222761000000006,30.147117000000005,53.147973,68.002713,100.413438,53.412315,34.003616,10.27988,154.83235699999997,0.286322,117.57987800000001,2117.484359,233.562008,0.33519800000000005,155.271061,,221.42305399999998,1.40972,4.828788,48.037607,38.26667,980.995284,33.836192000000004,148.921903,1.4725720000000002
2010-02-01,2.069821,732.8611539999999,121.78434899999999,41.962189999999985,44.374002999999995,7.315845,25.688745000000004,0.554052,78.944486,4.130142,34.286249,0.8326220000000001,28.436981,116.029,33.250689,118.022334,21.636081000000004,30.081294999999997,89.144351,58.863612,100.35064700000001,46.623292,25.307489999999998,8.245228000000001,139.04046,0.138041,159.523807,1898.8631419999997,157.413345,0.29305400000000004,165.755786,,259.26354699999996,0.58277,3.8730439999999997,47.423404000000005,34.28679,814.370228,26.078363999999993,136.119512,1.472384
2010-03-01,2.580584,568.902455,118.428467,59.72696300000001,47.807162,10.079351,19.377434,0.43785599999999997,76.36981999999999,6.698669999999999,21.968546000000003,0.658003,24.248296000000003,116.627,45.323965,137.135227,58.82626000000001,52.381288,63.212049,52.301006,61.096921,36.84539900000001,49.157333,9.499197,163.26656499999999,0.145185,134.261856,1932.5340969999997,302.513734,0.403754,83.46825299999999,,132.62746399999997,1.410942,4.462073999999999,37.28910799999999,49.989310999999994,910.7020090000003,21.749708,175.277901,1.904052
2010-04-01,2.864364,288.716505,106.00332300000001,77.21491400000002,43.197386,11.364692000000002,12.845884000000003,0.463815,85.39994000000002,8.793117,49.351382,0.6970149999999999,17.704521,114.519,48.193137,147.90306199999998,65.06578999999999,38.249981999999996,71.986863,54.654948,44.10763,39.029861000000004,55.878989999999995,9.857876000000001,144.04295700000003,0.371578,130.173794,1513.528931,215.045143,0.45524100000000006,56.79391,,59.27796599999999,0.659794,4.630555,32.97056,61.30166100000001,806.9911349999999,47.24724100000001,115.580606,4.849582000000001
2010-05-01,2.331272,378.402377,87.01356299999999,122.54952499999996,16.540745,8.182408,16.349649999999997,0.753774,140.81804399999996,12.842994999999998,33.039324,1.132761,29.849508,101.152,37.372162,121.77858,41.39575200000001,33.663048,84.637029,83.76935499999999,39.026732,63.429792,36.35293000000001,14.215747,145.27511500000003,0.27595800000000004,124.259076,2113.7510689999995,192.043484,0.327767,55.41388100000001,,141.047125,0.6803100000000001,6.677585,21.565195000000003,48.67748300000001,1333.440177,35.14907000000001,149.598343,11.210527
2010-06-01,2.7316510000000003,224.432554,134.60373400000003,137.55018399999997,47.011139,6.0865990000000005,14.094297000000001,0.6428530000000001,217.80883000000003,15.414522000000002,41.160209,0.966071,16.144136,114.54,24.860573999999996,95.475843,62.987612999999996,40.45843,35.27365,97.24842100000001,39.525180999999996,54.095879999999994,22.934914,19.515102000000002,144.876436,0.43440500000000004,132.203007,3220.9278289999993,104.024004,0.24381400000000003,58.909393,,84.641102,0.7292390000000001,9.166861,24.856943000000005,37.546583,2208.8729649999996,48.071436,91.38376099999999,13.578485
2010-07-01,2.9659500000000003,141.506913,138.593007,130.17024300000006,45.675275000000006,4.961126999999999,13.403951000000001,0.828875,197.93758099999997,13.875034,47.300069,1.245622,11.085591,117.19,16.995749000000004,89.50131299999998,30.464773,43.19696,39.610038,98.391049,27.141841000000003,69.749561,12.872324,17.16157,151.45708899999997,0.46334200000000003,155.047076,1854.7585390000004,59.17782500000001,0.19873000000000002,36.367878,,68.47713399999999,0.5135210000000001,8.061332000000002,21.403246000000003,25.843639000000003,1001.4921319999999,51.340319,53.231446000000005,13.069428000000002
2010-08-01,2.73863,200.916254,91.03508399999998,109.33389899999999,26.205512000000002,4.9708190000000005,12.557071,0.891031,164.377098,13.843544,42.856403,1.33903,14.905265,110.134,16.73005,79.99680200000002,16.268975000000005,39.269507000000004,36.372855,67.439718,33.06015,74.979995,14.126253,13.740119,145.521684,0.39063800000000004,73.581572,1189.0823839999998,53.605478999999995,0.199119,47.833402,,123.663361,0.367835,6.454166999999999,22.825851,20.133791000000006,613.1622059999997,45.29123300000001,46.014285,10.698928
2010-09-01,2.3400260000000004,156.109289,47.345545,82.41422600000003,49.854396,4.235829000000001,10.704679,1.049347,112.00991599999999,8.762754999999999,22.919109,1.5769440000000001,11.574596999999999,65.993,8.485752,78.86515500000003,17.279954,41.764617,18.636446,67.492458,32.417596,88.302171,8.517644,11.3668,136.65053599999996,0.213672,66.389112,1479.7236959999998,33.95324099999999,0.16967700000000002,32.406497,,102.05713899999999,0.7042240000000001,5.339346,20.085471999999996,10.63151,714.9777290000002,25.132810000000006,33.998622000000005,8.214351
2010-10-01,2.3341469999999997,159.52375,11.761582,61.53894,3.033179,9.505422000000001,10.162978,0.97872,71.32502700000002,4.83371,38.996795,1.470807,8.928351000000001,57.695,41.642230000000005,121.63952499999998,22.170179000000005,44.58244500000001,20.866242,64.723746,29.399987,82.35895,51.104702,8.466766,141.21942800000005,0.344541,18.232846000000002,1788.003013,189.483355,0.380763,31.382075,,92.953619,0.14715300000000003,3.9771070000000006,14.501226999999998,50.39090499999999,740.8148030000002,38.381611,43.026188999999995,2.373185
2010-11-01,2.335966,232.655514,25.209847,61.44977199999999,5.036037,8.954569000000001,9.285883,0.899363,62.67297400000001,5.02873,48.16782,1.3515510000000002,14.106539000000001,29.781,42.643299999999996,124.50394299999998,23.434149000000005,52.96553,27.037155,69.850359,30.720624,75.68110899999999,47.330330000000004,9.930894,155.70083100000005,0.46414700000000003,20.112267,2082.302644,163.936533,0.358698,30.843512,,110.68092999999999,0.118104,4.664854999999999,22.426685999999993,59.480892999999995,820.968724,48.787256,72.498601,1.287682
2010-12-01,3.4747670000000004,438.32314,31.642671,101.25554899999999,17.726239000000007,8.492424000000002,12.220502,0.6585850000000001,90.58572399999998,5.73214,39.179272,0.9897120000000001,32.983902,60.605,40.178186000000004,111.35289400000005,33.244713000000004,44.644561,34.328349,83.60461500000001,47.842293,55.419675000000005,43.497474000000004,11.583821000000002,166.29857199999995,0.283171,21.629709,2411.6652970000005,230.93084900000005,0.340185,35.08235200000001,,206.410559,0.124388,5.441286,20.647591000000002,38.545764000000005,1028.806608,36.199760000000005,103.413831,1.392824
2011-01-01,2.879364,410.79541099999994,36.795243,116.70328400000001,50.522466,10.127409,7.973872000000001,0.42032200000000003,154.24182300000007,6.304755000000001,44.683523,0.950849,17.180936000000003,51.48,32.437518,133.60160800000003,21.475914000000003,34.045142999999996,37.505968,85.618146,33.513779,49.978766,30.644988999999995,6.7823590000000005,146.01295099999996,0.303261,26.295892,3268.2503580000007,83.27189099999998,0.602245,52.919686,,132.81291600000003,0.126256,6.408995,27.005123,39.187166000000005,1558.7208650000002,47.829388,92.26189000000001,1.694336
2011-02-01,2.769298,338.898488,55.613834,87.99738599999999,50.52030899999999,8.397246,8.543443,0.364614,167.97718199999997,8.814081999999999,24.87568,0.8248289999999999,13.887694,48.28,23.517864,116.79845900000001,26.194072,31.308561000000005,21.950978,87.484672,28.089013999999995,43.354862000000004,21.855328000000004,7.924225000000001,126.581774,0.23214400000000002,43.23691899999999,3113.135966,149.925037,0.499358,37.650603,,103.877618,0.38552600000000004,7.488003,21.139481,28.640334,1379.0952269999996,33.31553000000001,150.79561599999997,2.276949
2011-03-01,3.202119,813.795764,83.929901,136.44356699999997,56.803,11.743274999999999,12.405335,0.42876,186.510744,11.703621,6.213760000000001,0.96994,22.16113,98.542,44.656245,140.375421,65.87673,44.616040999999996,26.227034,84.254875,58.121863000000005,50.982203999999996,43.610870999999996,9.321969,168.34061400000002,0.019048,97.252499,3552.2504039999994,362.68611899999996,0.6983360000000001,69.61835699999999,,253.423728,0.342997,8.808800999999999,41.450335,58.862917,1928.434108,11.305918000000002,161.51076,7.317507
2011-04-01,2.160897,751.348742,50.171551,159.98499600000002,56.583064,14.200477,11.014063999999998,0.470587,175.63865,12.285133,7.9817290000000005,1.064562,23.214156,111.061,44.025577,133.28149399999998,101.777848,43.320663,51.192339,106.021306,44.558223,55.955721999999994,66.35216899999999,9.778204,152.562041,0.052702,70.47509600000001,2974.98482,344.14982599999996,0.8444579999999999,91.907971,,206.959817,0.769616,9.239921,47.428649000000014,55.205914,1887.0819859999995,15.685874,137.51127499999998,10.437627
2011-05-01,2.148769,244.10178299999998,93.99344200000002,176.674853,61.288231,16.229255,9.020087000000002,0.7325130000000001,169.001992,11.016119999999999,12.90386,1.657089,23.218394,111.456,50.720622000000006,142.270693,60.112663,50.108143,152.65515200000002,101.565855,28.103965,87.10030200000001,78.427807,10.529163999999998,178.25462499999998,0.074116,169.150078,3259.845507,334.66007700000006,0.9651029999999999,48.381436,,166.55038799999997,1.002249,9.949541,41.892416,60.149350999999996,2111.9947660000003,18.156695000000003,164.531587,14.481434000000002
2011-06-01,1.9845059999999999,175.45364600000002,69.502964,160.76827599999996,53.800201,9.565935000000001,8.495839,0.725895,210.29215200000002,14.110845,48.012995,1.642117,23.551214,120.207,39.81131800000001,114.76333099999998,39.544295,51.782357000000005,93.51799700000001,93.839134,29.357056000000004,86.313314,32.776346000000004,11.509137999999998,177.066699,0.41767200000000004,79.652436,3384.1633579999993,170.265205,0.568856,40.83571700000002,,103.11904600000001,1.019155,10.87557,34.737736,52.373111,2493.7446340000006,60.706104999999994,77.771763,12.937776
2011-07-01,1.861364,198.67475199999998,21.792999,172.77741200000003,54.52259899999999,6.262968000000001,8.358848,0.684071,245.12561099999996,9.308584000000002,59.945941999999995,1.547504,14.440285,123.856,17.504631,89.445434,17.148839999999996,40.736316,65.128092,98.260441,27.215941,81.340245,14.092009000000001,12.342773000000001,170.89294299999997,0.393823,15.548238999999999,3056.1530949999997,75.71839399999999,0.372439,53.158334999999994,,90.204477,0.788435,11.663311,28.392278,13.538060999999997,1771.1090549999997,63.24031300000002,47.97973399999999,14.26388
2011-08-01,1.853383,185.720641,30.375519999999998,141.87794,12.646805,6.619829000000001,9.602024000000002,0.662917,185.49916600000006,13.887939,52.855332,1.4996489999999998,10.360482,98.595,16.336141,87.31415799999998,15.766984999999998,43.531273999999996,23.625404999999997,78.87192399999999,25.501385,78.824888,21.426617999999998,10.096963,163.65803400000001,0.329489,22.212528,1976.8695340000002,93.11281299999999,0.393661,42.340998,,102.428966,0.821661,9.541134999999999,28.363707,10.344322,806.812741,56.853187999999996,26.099473,13.497848
2011-09-01,1.9621410000000001,277.889263,19.279791,116.21852399999997,45.787198999999994,10.1125,8.928539,0.582315,144.608878,9.333584,51.496114,1.3173119999999998,12.592925,65.485,28.512070000000005,126.39566299999998,15.192388000000001,18.047864,26.281488,62.015969,24.554316,69.240842,37.639776,7.325224,154.83105399999997,0.27572800000000003,9.403279,2016.5374949999998,198.173701,0.6013590000000001,40.013949999999994,,91.08776300000001,0.46771300000000005,6.921975999999999,26.806185,34.639725999999996,919.6878690000002,50.76680200000001,75.850853,10.59045
2011-10-01,1.884045,198.54541999999998,13.704448,80.85998300000001,53.466224000000004,11.554002,7.59676,0.465594,86.06952899999997,8.040406,46.877714,1.0532650000000001,9.315213,45.553,43.750714,132.83385900000002,25.646542,14.621409,17.522596,70.9924,21.29341,55.361929,49.309968,5.714574000000001,164.30288,0.331338,7.0741700000000005,2031.136756,280.592323,0.68708,37.231995000000005,,89.379728,0.179898,5.399991,14.977324999999999,52.668986000000004,876.1481569999999,51.64028999999999,86.847994,3.235112
2011-11-01,2.856231,353.998573,48.897702,72.716169,3.656256,8.677734000000001,7.586435000000002,0.5350090000000001,73.95461900000001,9.815899999999997,34.291904,1.2102950000000001,16.592469,54.361,42.288105,121.75421700000003,35.99640700000001,14.387566999999997,28.890505,68.58611,25.137546999999998,63.615812000000005,33.056867000000004,6.001479000000001,178.03336399999998,0.219577,29.324696,2166.819749,219.30097100000003,0.516038,34.406020000000005,,132.21341700000002,0.09287300000000001,5.671103000000001,21.960564000000005,31.623468999999996,869.5631500000001,38.358890999999986,92.519914,1.3554570000000001
2011-12-01,3.191883,775.088517,100.77960499999998,63.46260999999999,2.7486460000000004,11.13337,7.897754000000001,0.445403,83.883654,10.150031,18.640447,1.007589,22.380101999999997,115.143,50.998195,134.916543,37.03931600000001,20.595692,61.385445999999995,72.51016800000001,58.851501,52.961114,43.405252,6.580928,192.326021,0.102102,54.466167999999996,2401.3839580000003,286.67064300000004,0.662067,38.076932,,233.885136,0.10462099999999999,6.218653000000001,38.13420099999999,51.443642999999994,903.580442,22.216006,147.379141,1.519624
2012-01-01,3.0539120000000004,780.904547,69.327293,49.000696000000005,22.134151999999997,7.745763000000001,6.547784,0.518548,88.93717,7.140446,18.986065999999997,0.82604,31.510076,122.126,44.669554999999995,136.65177,35.40444099999999,25.980305,38.021913,79.965757,63.635206,65.618507,40.155697,6.800757,150.993153,0.164512,29.845738,2535.8224349999996,256.259061,0.405923,51.466732,,253.805673,0.0,4.236778999999999,37.981199,37.800515999999995,1100.700569,16.672006,159.745665,2.0210019999999997
2012-02-01,2.66071,528.348495,100.99751300000001,38.92483500000001,18.835922,6.344995,5.304286000000001,0.46335899999999997,89.08099100000001,9.572153,33.571667,0.738124,24.685650000000003,109.555,34.118128000000006,116.11642799999998,35.727869000000005,26.416218999999998,43.040203999999996,67.378141,36.02339599999999,58.634777,29.042994999999994,6.239532,145.76895,0.385064,69.035709,2333.623898,191.02866799999998,0.332515,44.12141800000001,,193.81987600000002,0.0,3.887141,18.543753999999996,32.904686,1067.3166370000001,29.909873999999995,150.32031099999998,2.3278610000000004
2012-03-01,2.521777,614.7654010000001,78.41033300000001,55.035519,39.19780899999999,8.835104,5.070999999999999,0.545605,162.67523999999997,9.225915,24.142899,0.86914,29.862125,111.029,49.542386,126.14140099999999,83.33787,54.42855999999999,78.354077,77.147639,31.845858,69.042317,57.753833,8.442228000000002,155.675464,0.191497,90.403349,3171.4426000000008,217.60452899999999,0.463012,52.54784,,171.878601,0.0,5.2593890000000005,37.32336,53.083862999999994,1758.6225990000003,21.440206000000003,174.60819,3.5439610000000004
2012-04-01,2.01652,105.793488,121.37646000000002,83.93011000000001,30.397928000000004,6.749393,4.760568999999999,0.603047,179.05045900000002,11.020058,47.583986,0.960644,13.311669,91.417,38.671305000000004,107.56229300000003,37.876394,61.257833999999995,67.443368,93.248581,30.533802,76.311184,35.680485,10.910275000000002,129.61153900000002,0.637269,127.22192299999999,3067.9947270000007,135.005173,0.353708,47.185114,,69.27024399999999,0.0,6.796949000000001,43.523734000000005,46.883396999999995,1978.499156,43.28567,114.189748,7.279244
2012-05-01,2.01544,93.091549,100.52653399999998,128.18896199999998,46.74191,9.033553,5.625867,0.5910420000000001,172.95663900000002,9.578547,32.56488,0.9415209999999999,8.549434999999999,87.332,52.063175,133.70819400000002,44.376712000000005,82.538593,23.634454,92.89669599999999,38.769729000000005,74.792111,59.314114999999994,10.834567999999999,126.97852500000002,0.268531,71.349571,3386.1529899999996,255.38378,0.473412,54.16866,,47.316571,0.0,6.749784,43.912572000000004,51.021644,2024.3355600000002,26.489015000000002,155.741592,13.782033
2012-06-01,2.083963,129.326639,28.154215,113.468547,38.183699,7.396541999999999,5.478021,0.572367,180.99834600000003,8.935887000000001,40.834581,0.911771,8.715583,34.197,38.160786,125.051541,27.077025,71.450621,16.796449,88.684051,29.055460000000004,72.428825,42.464999,11.666206,115.76050400000003,0.42913799999999996,19.834539999999997,3013.9122369999995,151.26875099999995,0.387623,45.200846000000006,,71.91260900000002,0.0,7.267883,27.743920999999997,27.826475000000002,1591.836364,33.623551000000006,58.619011,14.864996999999999
2012-07-01,1.3860949999999999,158.50271700000002,20.818951,121.56247499999996,45.932146,5.240504,5.490036,0.6420560000000001,179.80467499999995,8.495842,40.609156999999996,1.022784,9.572605,19.763,14.717685000000001,108.45590599999998,16.946385,19.294821000000002,20.287295999999998,93.792811,26.645832,81.24747500000001,15.990775999999999,11.489647999999999,111.47855600000001,0.472086,13.89245,3046.919837000001,52.547092000000006,0.274634,43.234204999999996,,78.39620100000002,0.0,7.157889999999999,32.787339,13.688278999999998,1067.9251899999997,34.281835,50.433239,13.550821
2012-08-01,2.240131,231.961669,10.975678999999998,111.86639399999997,46.823482000000006,4.395601999999999,5.753359000000001,0.674705,140.16913899999997,5.003065,38.242173,1.074794,15.472794,13.582,8.813206000000001,96.19677399999999,19.258129,10.475909,13.75209,63.0508,31.369795000000003,85.379024,15.390448000000001,8.767425,107.78210999999997,0.442013,8.383245,2050.798597,62.149559,0.230356,49.807302,,129.630992,0.0,5.461983999999999,33.503823000000004,9.756132000000001,768.3605949999999,30.81641499999999,47.134201000000004,13.829529999999998
2012-09-01,2.3535,230.79496799999998,12.694249,93.432184,44.019149,4.539451999999999,5.367513999999999,0.605118,91.07769499999999,5.121772,41.196448000000004,0.963943,15.373418,16.364,11.018358000000003,93.47050800000002,10.766498000000006,8.368967000000001,12.314751,44.703439,31.991421000000003,76.57329,15.169763999999999,5.877427000000001,101.22101299999999,0.43703699999999995,9.589658,1902.1203660000003,59.431473000000004,0.237894,44.72576300000001,,112.751234,0.0,3.6615550000000003,28.236023,13.037652999999997,748.373145,31.821083,60.561074,8.984878
2012-10-01,3.679517,274.082502,15.207286,67.93838000000002,49.050489999999996,6.804193000000001,6.25278,0.520051,60.98694600000002,6.36261,44.01793,0.828433,17.944447,19.223,29.457147,123.226195,22.695369000000003,10.181821000000001,8.476785,57.576402,36.357944,65.808719,32.425402000000005,4.619191,101.15350999999997,0.470615,11.859637000000003,1660.4108899999999,102.38377799999998,0.35658,43.13432099999999,,134.38188,0.0,2.877691,18.884784,40.102546000000004,671.5512629999998,34.74014499999999,59.741085999999996,2.979678
2012-11-01,2.925583,254.37546899999998,7.539401999999999,57.45851600000002,3.186954,6.545943,5.673493,0.48542,61.41832799999999,7.690244000000001,43.226386,0.773266,13.588942,21.099,31.855776,126.36024599999999,18.126624999999997,9.138736000000002,12.516425,72.666961,31.370112999999996,61.426354,30.132729999999995,6.3746670000000005,121.14894199999998,0.557238,4.868713,2192.304153000001,161.51490200000003,0.343046,35.26775500000001,,134.36758500000002,0.0,3.971328,21.733501,32.617441,898.7237439999999,37.30380100000001,94.063621,1.634741
2012-12-01,2.805852,443.275556,10.584085000000002,76.441382,22.465359,7.771956000000001,5.145290999999999,0.306682,81.989372,6.461461,28.528827,0.48854000000000003,22.751256,34.257,43.043493,133.64306399999998,41.098683,11.318153999999998,12.018188,81.175722,22.923444,38.808417,40.99075599999999,7.160076,124.38873399999999,0.332,4.401467,2997.81227,208.64023400000002,0.407297,37.44004399999999,,152.35253400000002,0.0,4.460627000000001,14.750990000000002,48.234367999999996,1202.1861780000004,24.910398999999998,111.370262,2.0372540000000003
2013-01-01,2.8302830000000005,788.8926669999998,26.551696,57.738693,44.369567,8.10753,12.764186,0.28567200000000004,89.80365899999998,6.300840000000001,29.674286,0.9988819999999999,18.144907,86.731,34.590262,130.690341,40.142955,9.067491,10.897753,73.948443,86.651901,54.293734,34.55137800000001,3.967888,170.40385100000003,0.3067,12.708206,3082.2759030000007,226.36326499999998,0.380207,61.186812,7.000000000000001e-05,262.837478,0.0,3.682804,33.268652,41.91967699999999,1065.1528479999997,32.466138,137.64962599999998,1.959782
2013-02-01,2.6416099999999996,770.1975889999999,43.16490800000001,51.40215700000002,36.591449999999995,7.981836,17.092948999999997,0.255294,70.90951899999999,9.386436999999999,29.600721,0.892668,17.083692,103.346,33.286122,126.25750299999999,38.919128999999984,8.505457999999999,7.3243789999999995,66.69391999999999,91.96085900000001,48.520416,35.590821000000005,3.147864,147.478653,0.25844799999999996,22.269171999999998,2216.2209600000006,202.54218000000003,0.374313,75.65524599999998,5.7e-05,248.89998399999996,0.0,2.921692,33.198757,30.308747,948.9797200000002,31.018351000000006,132.41565100000003,1.755127
2013-03-01,2.434797,652.696451,55.388732,58.359209,39.618137,8.586564000000001,13.888787,0.34961000000000003,70.43557799999999,10.885806999999998,26.686709999999998,1.222456,19.026132,106.707,41.507523,138.075701,56.21646,14.904378000000001,6.496885,63.817008,69.24490100000001,66.44583100000001,40.563435,3.54217,170.94518000000005,0.248272,42.264054,2235.2829710000005,213.26314799999997,0.40267200000000003,71.99051700000001,8.400000000000001e-05,206.92865999999998,0.0,3.2876680000000005,29.636249000000003,39.356581000000006,1031.435412,29.939105000000005,164.421411,2.300178
2013-04-01,2.438867,573.2729429999999,101.573161,70.783099,33.114197999999995,10.192580999999999,14.121167000000002,0.37606599999999996,157.571462,10.215779999999999,30.045063000000003,1.314962,17.149874,98.491,51.942553,132.82689400000004,90.975869,28.664539000000005,39.995691,89.725636,53.330172999999995,71.47397,60.497288000000005,5.077775,145.25279999999995,0.263252,120.58476999999999,2649.135478,244.20133299999998,0.477988,65.247173,7.3e-05,169.427046,0.0,4.712942,41.640238,56.02563,1163.1443190000007,33.022843,130.381297,4.149130000000001
2013-05-01,2.2186999999999997,733.0390830000001,110.473159,82.40659600000001,41.851986,9.225012000000001,20.069715,0.403103,144.24853399999998,10.914389000000002,36.576946,1.409502,17.794375,126.938,41.821759,133.05686300000002,66.547388,32.319604999999996,55.604035,91.79428700000001,108.907889,76.61260899999999,47.615299,5.840223,139.66054900000003,0.44609,134.34915000000004,2881.860802,172.73354499999996,0.432613,97.453149,7.4e-05,246.2095,0.0,5.420605999999999,54.335882,39.08464,1712.08898,44.43734799999999,157.608785,8.249533
2013-06-01,1.9686510000000002,459.62681200000003,122.059747,84.893253,42.145324,10.568515000000001,13.618208000000001,0.393312,148.01807,12.728698999999999,34.779759,1.375266,14.120245,126.869,47.353754,154.05151500000002,44.30867799999999,185.35679299999998,59.912658,86.77968100000001,81.389494,74.751727,51.724805,6.1172759999999995,135.87365900000003,0.43805,153.846944,2445.966976,173.33527399999997,0.49561700000000003,91.350146,7.099999999999999e-05,203.70265499999996,0.0,5.677754,44.239456999999994,51.737629999999996,1214.9612850000003,43.085440000000006,129.727226,12.489563
2013-07-01,2.046179,616.454875,60.76709999999999,94.96278400000001,30.373919,9.430757,30.51488,0.382173,160.20235000000005,10.738294000000002,24.011383000000002,1.336318,19.071063,124.777,48.682572,127.663473,16.585275000000003,47.610023,27.705081,71.84433299999999,132.911069,72.634722,51.82628499999999,5.601788000000001,156.29179300000004,0.311156,50.062976,2071.632584,178.735588,0.442261,228.65670699999998,9.900000000000001e-05,249.376549,0.0,5.199304999999999,66.18780500000001,48.971651,830.4616970000001,30.393334,123.078628,14.596452
2013-08-01,2.335862,403.255429,127.991554,80.927436,2.9457799999999996,5.577015,20.874670000000005,0.465871,123.381859,7.156369,47.167777,1.628979,16.61705,89.36,23.152105,95.18999400000001,15.879223999999999,16.182588,62.821844,46.645703999999995,71.88460400000001,88.54214599999999,22.366691,4.303903,148.513211,0.48393400000000003,139.956715,1462.1465770000002,95.74893100000001,0.261538,157.290411,0.00011,144.93746000000002,0.0,3.994672,32.817977,25.209705999999997,630.3115999999999,49.33381299999999,119.205072,11.722828
2013-09-01,1.96119,296.223228,90.382078,55.783256,10.402447,6.329877000000001,12.534894999999999,0.411149,76.89914800000001,6.7403010000000005,40.541410000000006,1.437635,11.868432,38.779,27.714678999999997,106.319116,12.442095000000004,24.054337,12.630325000000001,39.51184,46.7449,78.141768,25.989454,2.954102,136.51147200000005,0.428741,79.18218500000002,1675.577153,75.044737,0.296844,74.34673000000001,0.000129,149.93574900000002,0.0,2.741853,21.096657000000004,24.137507999999997,654.196669,43.08783499999999,104.97534,6.7003189999999995
2013-10-01,4.303496,301.454323,40.738681,41.843441,1.3519729999999999,5.650486,13.187456000000001,0.296403,63.411314,6.499133,42.555896999999995,1.036413,10.682424999999999,33.812,18.016504,96.67759299999999,20.348899000000007,19.235982,22.917559,59.078441,47.846182,56.333578,18.672279000000003,3.00466,146.74777799999998,0.452926,26.219499,1870.6270549999997,102.861214,0.264983,51.098172999999996,8.7e-05,148.99625999999998,0.0,2.788778,14.200970999999997,18.187292,811.632431,45.38655800000001,74.671648,2.414556
2013-11-01,2.819261,313.46931,56.118556000000005,33.948937,1.2459050000000003,6.2250380000000005,11.564779,0.271539,55.15643,8.529513,31.365527,0.949472,10.112020000000001,37.846,32.142939,90.04828900000003,27.290766999999992,21.758023,13.614045,58.090832,42.651390000000006,51.60794799999999,25.628447,3.083725,166.49831100000006,0.47101299999999996,67.487022,2005.3605190000003,105.08444899999999,0.29192700000000005,87.313226,8.7e-05,130.717287,0.0,2.8621619999999997,15.451833,38.30895600000001,757.4177390000001,41.223572,69.14111,2.040248
2013-12-01,3.084104,770.9042900000001,58.850068,29.175139000000005,20.055314,6.954109000000002,24.241498000000004,0.261808,60.336757,7.027438,13.922521000000001,0.915447,21.661785,70.905,37.593227999999996,95.32816800000002,31.97326099999999,31.567383,48.081745000000005,59.161875,83.869638,49.758551,32.261818,3.129626,173.512253,0.066418,44.840307,2315.3170219999997,275.98933600000004,0.32611700000000005,109.63570999999999,5.9e-05,240.829372,0.0,2.904764,32.212782000000004,44.124982,850.7432999999999,13.205663,142.27320600000002,1.667284
